Year,District,Season,Rainfall_mm,Temperature_K,Area_hectare,N,P,K,Production_tonnes,Yield_tph,Crop
2008,SHIMOGA,Kharif     ,1014.978289,301.2174317,54225,149,27,73,203967,3.761493776,Maize
2008,SHIMOGA,Rabi       ,1014.07123,300.5176101,120,115,24,50,378,3.15,Maize
2008,SHIMOGA,Summer     ,1014.135909,300.4430176,2172,128,45,77,8138,3.746777164,Maize
2008,SHIMOGA,Kharif     ,1014.959026,301.6445692,1688,83,35,61,2134,1.264218009,Ragi
2008,SHIMOGA,Summer     ,1014.771613,301.0514877,84,85,55,77,167,1.988095238,Ragi
2008,SHIMOGA,Kharif     ,1017.915231,300.8091579,114629,55,47,49,267887.97,2.336999974,Rice
2008,SHIMOGA,Summer     ,1014.985171,301.0273584,16441,88,73,44,52677,3.20400219,Rice
2008,TUMKUR,Kharif     ,1017.010745,302.1507044,19414,91,48,82,37071,1.9094983,Maize
2008,TUMKUR,Rabi       ,1017.126807,301.658659,71,107,66,38,91,1.281690141,Maize
2008,TUMKUR,Summer     ,1015.761553,302.3017087,739,61,31,91,2325,3.146143437,Maize
2008,TUMKUR,Kharif     ,1015.137049,301.6217455,196385,52,56,27,207853,1.058395499,Ragi
2008,TUMKUR,Rabi       ,1017.215353,301.4960747,177,67,49,22,361,2.039548023,Ragi
2008,TUMKUR,Summer     ,1016.669369,301.6900192,1941,89,42,86,3861,1.989180835,Ragi
2008,TUMKUR,Kharif     ,1015.508794,301.2115674,24342,70,35,36,61512.23,2.526999836,Rice
2008,TUMKUR,Rabi       ,1014.443073,302.3369822,1531,64,33,33,4253,2.777922926,Rice
2008,TUMKUR,Summer     ,1017.454743,301.114769,13943,146,29,28,41168,2.952592699,Rice
2008,UDUPI,Rabi       ,1015.987723,304.1965232,39,148,26,81,123,3.153846154,Maize
2008,UDUPI,Summer     ,1017.098547,303.879313,6,75,64,40,19,3.166666667,Maize
2008,UDUPI,Kharif     ,1014.415552,303.3411146,51040,57,71,95,117825.84,2.3085,Rice
2008,UDUPI,Rabi       ,1015.10756,303.0898848,10318,149,79,56,22594,2.189765458,Rice
2008,UDUPI,Summer     ,1017.810325,302.9082918,154,143,56,30,336,2.181818182,Rice
2008,UTTAR KANNAD,Kharif     ,1016.173982,297.7574785,2976,136,48,39,13141,4.415658602,Maize
2008,UTTAR KANNAD,Rabi       ,1016.42408,298.2439826,231,91,22,54,728,3.151515152,Maize
2008,UTTAR KANNAD,Summer     ,1014.345938,296.8944636,118,93,34,72,371,3.144067797,Maize
2008,UTTAR KANNAD,Kharif     ,1015.932658,297.8165379,28,63,55,66,18,0.642857143,Ragi
2008,UTTAR KANNAD,Rabi       ,1014.447269,297.1563552,2,127,66,94,3,1.5,Ragi
2008,UTTAR KANNAD,Kharif     ,1015.318454,297.74594,77373,51,65,71,115401.83,1.491500006,Rice
2008,UTTAR KANNAD,Rabi       ,1015.003555,297.9514881,1918,86,71,27,4456,2.323253389,Rice
2008,UTTAR KANNAD,Summer     ,1016.329491,296.6875907,1199,118,38,23,2650,2.210175146,Rice
2009,BAGALKOT,Kharif     ,1014.069069,302.9316573,59425,87,32,46,124102,2.088380311,Maize
2009,BAGALKOT,Rabi       ,1015.734457,302.556702,20192,90,61,63,63865,3.162886292,Maize
2009,BAGALKOT,Summer     ,1016.061021,302.3836722,2413,111,40,59,9552,3.958557812,Maize
2009,BAGALKOT,Kharif     ,1017.958956,303.7236784,133,109,56,66,381.58,2.869022556,Rice
2009,BANGALORE RURAL,Kharif     ,1017.847059,299.8639979,10788,63,46,63,50013,4.635984427,Maize
2009,BANGALORE RURAL,Rabi       ,1014.312548,300.6118387,37,138,74,67,98,2.648648649,Maize
2009,BANGALORE RURAL,Summer     ,1014.878584,299.8520953,110,133,71,71,301,2.736363636,Maize
2009,BANGALORE RURAL,Kharif     ,1014.023484,300.7368553,41469,51,48,87,91892,2.215920326,Ragi
2009,BANGALORE RURAL,Rabi       ,1017.976178,300.3652392,143,119,39,30,335,2.342657343,Ragi
2009,BANGALORE RURAL,Summer     ,1016.041482,300.1778019,143,66,44,96,268,1.874125874,Ragi
2009,BANGALORE RURAL,Kharif     ,1014.109778,300.1029028,1525,138,25,92,6751.18,4.427003279,Rice
2009,BANGALORE RURAL,Rabi       ,1014.361493,300.9522535,3,77,55,23,7,2.333333333,Rice
2009,BANGALORE RURAL,Summer     ,1014.892622,300.4293485,139,115,21,95,425,3.057553957,Rice
2009,BELGAUM,Kharif     ,1014.175934,298.5294599,119251,84,41,92,231381,1.940285616,Maize
2009,BELGAUM,Rabi       ,1016.029609,299.4515208,39852,54,51,96,101513,2.547249824,Maize
2009,BELGAUM,Summer     ,1017.527921,298.9203438,3241,114,35,67,10684,3.296513422,Maize
2009,BELGAUM,Kharif     ,1015.215101,298.5622138,1610,89,37,45,589,0.365838509,Ragi
2009,BELGAUM,Kharif     ,1014.135485,299.5684084,71730,125,24,96,83816.51,1.16850007,Rice
2009,BELGAUM,Summer     ,1014.699128,299.9129681,158,105,73,58,483,3.056962025,Rice
2009,BELLARY,Kharif     ,1017.233053,304.0160319,97077,85,55,77,189500,1.952058675,Maize
2009,BELLARY,Rabi       ,1014.666175,304.2477332,2216,94,49,38,4954,2.235559567,Maize
2009,BELLARY,Summer     ,1014.958975,303.2168451,1224,72,64,96,3688,3.013071895,Maize
2009,BELLARY,Kharif     ,1014.938294,304.5886993,3356,96,38,96,1082,0.322407628,Ragi
2009,BELLARY,Rabi       ,1015.485933,305.1012867,25,80,42,77,35,1.4,Ragi
2009,BELLARY,Summer     ,1017.131102,304.4456845,68,60,53,47,128,1.882352941,Ragi
2009,BELLARY,Kharif     ,1015.833954,303.8011937,80447,59,32,85,248380.11,3.087499969,Rice
2009,BELLARY,Rabi       ,1016.597529,304.0050328,46,116,62,29,185,4.02173913,Rice
2009,BELLARY,Summer     ,1014.26511,304.1755465,39921,63,73,96,132661,3.323088099,Rice
2009,BENGALURU URBAN,Kharif     ,1017.963446,302.2860705,442,129,48,77,1053,2.382352941,Maize
2009,BENGALURU URBAN,Rabi       ,1017.376496,302.6572861,84,123,55,92,221,2.630952381,Maize
2009,BENGALURU URBAN,Summer     ,1014.746086,301.1973325,129,142,41,33,353,2.736434109,Maize
2009,BENGALURU URBAN,Kharif     ,1016.479908,302.5669264,23922,59,71,34,53746,2.246718502,Ragi
2009,BENGALURU URBAN,Rabi       ,1014.880123,302.9097762,87,125,71,52,204,2.344827586,Ragi
2009,BENGALURU URBAN,Summer     ,1016.705367,302.8320399,82,143,66,36,154,1.87804878,Ragi
2009,BENGALURU URBAN,Kharif     ,1015.840761,301.8652182,1594,50,55,43,4361.18,2.735997491,Rice
2009,BENGALURU URBAN,Summer     ,1016.818091,301.1404406,447,54,28,49,1662,3.718120805,Rice
2009,BIDAR,Kharif     ,1017.148322,300.9585705,1440,69,58,81,930,0.645833333,Maize
2009,BIDAR,Rabi       ,1016.534902,300.2300008,213,57,70,32,409,1.920187793,Maize
2009,BIDAR,Summer     ,1014.870579,300.9717046,32,92,38,81,67,2.09375,Maize
2009,BIDAR,Kharif     ,1015.455588,300.2868233,5039,125,57,66,3877.51,0.769499901,Rice
2009,BIJAPUR,Kharif     ,1017.215026,300.8662252,47123,50,25,35,63432,1.346094264,Maize
2009,BIJAPUR,Rabi       ,1017.639805,300.7162273,10641,106,71,85,19237,1.807818814,Maize
2009,BIJAPUR,Summer     ,1017.551277,301.3708626,6794,113,66,62,13573,1.99779217,Maize
2009,BIJAPUR,Kharif     ,1017.06299,300.3791016,27,133,34,27,76.95,2.85,Rice
2009,CHAMARAJANAGAR,Kharif     ,1014.024392,294.8087032,35831,77,76,22,77685,2.168094667,Maize
2009,CHAMARAJANAGAR,Rabi       ,1017.285939,294.619666,1203,86,39,31,2916,2.42394015,Maize
2009,CHAMARAJANAGAR,Summer     ,1014.970243,294.6903413,865,96,28,35,2331,2.694797688,Maize
2009,CHAMARAJANAGAR,Kharif     ,1016.702408,295.5766415,16847,125,51,97,22129,1.313527631,Ragi
2009,CHAMARAJANAGAR,Rabi       ,1016.565008,295.1518139,611,86,23,99,972,1.590834697,Ragi
2009,CHAMARAJANAGAR,Summer     ,1014.553427,295.3231595,344,98,69,78,356,1.034883721,Ragi
2009,CHAMARAJANAGAR,Kharif     ,1016.070002,295.6697443,16480,93,37,68,43523.68,2.641,Rice
2009,CHAMARAJANAGAR,Rabi       ,1015.003467,294.3745298,132,105,24,82,392,2.96969697,Rice
2009,CHAMARAJANAGAR,Summer     ,1017.699251,295.6874201,502,77,39,81,1754,3.494023904,Rice
2009,CHIKBALLAPUR,Kharif     ,1015.219181,305.31543,37809,128,42,68,114248,3.021714407,Maize
2009,CHIKBALLAPUR,Rabi       ,1015.985379,304.5035103,422,55,30,70,1182,2.800947867,Maize
2009,CHIKBALLAPUR,Summer     ,1017.549255,304.9258132,908,110,56,52,3211,3.536343612,Maize
2009,CHIKBALLAPUR,Kharif     ,1017.786967,305.0071356,45842,69,41,49,49654,1.083155185,Ragi
2009,CHIKBALLAPUR,Rabi       ,1016.584655,304.4036847,56,127,77,78,131,2.339285714,Ragi
2009,CHIKBALLAPUR,Summer     ,1014.37997,304.5123457,82,51,23,95,154,1.87804878,Ragi
2009,CHIKBALLAPUR,Kharif     ,1016.853428,304.0219432,2649,122,48,34,6742,2.545111363,Rice
2009,CHIKBALLAPUR,Rabi       ,1017.967215,304.7622557,93,86,63,42,209,2.247311828,Rice
2009,CHIKBALLAPUR,Summer     ,1015.431318,304.6192389,617,69,53,97,1552,2.515397083,Rice
2009,CHIKMAGALUR,Kharif     ,1015.891611,297.2400848,10697,75,32,64,29449,2.753014864,Maize
2009,CHIKMAGALUR,Kharif     ,1016.279311,296.9372966,52360,78,61,81,89380,1.707028266,Ragi
2009,CHIKMAGALUR,Kharif     ,1016.322915,296.8325324,40065,50,28,98,100102.4,2.498499938,Rice
2009,CHIKMAGALUR,Summer     ,1017.324871,297.0875977,3577,84,61,90,8166,2.282918647,Rice
2009,CHITRADURGA,Kharif     ,1015.903737,300.8040332,79754,119,50,34,132144,1.656894952,Maize
2009,CHITRADURGA,Rabi       ,1017.097738,302.163398,3887,108,26,65,8196,2.108567018,Maize
2009,CHITRADURGA,Summer     ,1017.827334,301.8311857,797,118,23,83,1588,1.992471769,Maize
2009,CHITRADURGA,Kharif     ,1016.366701,300.973003,47915,82,38,65,64781,1.35199833,Ragi
2009,CHITRADURGA,Rabi       ,1015.018644,301.9981184,544,100,61,75,947,1.740808824,Ragi
2009,CHITRADURGA,Summer     ,1016.838134,302.6732672,1577,127,49,63,2455,1.556753329,Ragi
2009,CHITRADURGA,Kharif     ,1016.945486,301.0058692,5648,61,50,94,11106.79,1.966499646,Rice
2009,CHITRADURGA,Rabi       ,1014.62529,301.3253782,1438,69,54,48,2510,1.745479833,Rice
2009,CHITRADURGA,Summer     ,1014.614712,300.8466399,3989,102,76,81,8542,2.141388819,Rice
2009,DAKSHIN KANNAD,Summer     ,1014.601214,299.7124221,10,137,40,71,12,1.2,Maize
2009,DAKSHIN KANNAD,Kharif     ,1015.261712,300.285421,32583,92,50,73,73979.7,2.270499954,Rice
2009,DAKSHIN KANNAD,Rabi       ,1016.141921,300.2401438,20948,147,38,76,47154,2.251002482,Rice
2009,DAKSHIN KANNAD,Summer     ,1015.499021,300.0878716,1368,138,50,85,2944,2.152046784,Rice
2009,DAVANGERE,Kharif     ,1017.063837,301.6115387,172337,99,72,41,512542,2.97406825,Maize
2009,DAVANGERE,Rabi       ,1016.382552,302.1876208,729,78,51,39,1854,2.543209877,Maize
2009,DAVANGERE,Summer     ,1014.093059,300.8012443,1106,106,21,52,3843,3.474683544,Maize
2009,DAVANGERE,Kharif     ,1017.638225,301.0789622,16496,88,78,91,25323,1.535099418,Ragi
2009,DAVANGERE,Rabi       ,1015.280922,301.3634966,186,144,71,44,172,0.924731183,Ragi
2009,DAVANGERE,Summer     ,1017.293496,300.4962029,57,105,29,65,107,1.877192982,Ragi
2009,DAVANGERE,Kharif     ,1017.973519,301.2474473,75176,92,21,92,255673.58,3.401000053,Rice
2009,DAVANGERE,Summer     ,1014.477861,300.5056861,62273,99,21,76,213861,3.434249193,Rice
2009,DHARWAD,Kharif     ,1014.926629,300.7960124,49010,72,79,24,110768,2.260110182,Maize
2009,DHARWAD,Rabi       ,1016.772854,300.0465563,2128,93,43,74,6436,3.02443609,Maize
2009,DHARWAD,Summer     ,1015.635644,300.1739402,724,87,36,80,900,1.243093923,Maize
2009,DHARWAD,Kharif     ,1014.794348,300.3797321,56,133,51,27,62,1.107142857,Ragi
2009,DHARWAD,Kharif     ,1015.848123,300.010047,26681,72,35,35,30669.81,1.149500019,Rice
2009,DHARWAD,Summer     ,1015.009128,299.8023298,277,94,35,67,846,3.054151625,Rice
2009,GADAG,Kharif     ,1017.791501,300.82019,44090,101,65,80,87217,1.978158313,Maize
2009,GADAG,Rabi       ,1015.607251,301.0170635,4120,129,58,34,3801,0.922572816,Maize
2009,GADAG,Summer     ,1017.726196,300.40319,82,99,72,84,224,2.731707317,Maize
2009,GADAG,Kharif     ,1017.603495,301.619878,11,57,50,41,12,1.090909091,Ragi
2009,GADAG,Kharif     ,1015.710936,301.1623815,928,134,62,22,819.89,0.883502155,Rice
2009,GADAG,Summer     ,1016.017998,300.3524048,1084,50,43,73,2899,2.674354244,Rice
2009,GULBARGA,Kharif     ,1015.172453,301.7627667,4971,57,20,33,4138,0.832428083,Maize
2009,GULBARGA,Rabi       ,1015.450634,300.3098378,352,78,30,55,621,1.764204545,Maize
2009,GULBARGA,Summer     ,1016.224961,301.4538485,1029,145,74,86,2382,2.314868805,Maize
2009,GULBARGA,Kharif     ,1014.393178,301.8939341,39593,54,40,29,91024.31,2.299000076,Rice
2009,GULBARGA,Rabi       ,1014.103962,300.4786031,2164,135,23,68,4529,2.092883549,Rice
2009,GULBARGA,Summer     ,1016.178991,300.6571214,37715,96,26,84,84951,2.252445976,Rice
2009,HASSAN,Kharif     ,1016.93124,297.646499,57735,83,45,76,205628,3.561583095,Maize
2009,HASSAN,Rabi       ,1016.256761,298.3446443,4725,114,66,46,14884,3.15005291,Maize
2009,HASSAN,Summer     ,1015.685045,298.1004323,365,104,69,94,1738,4.761643836,Maize
2009,HASSAN,Kharif     ,1017.712609,296.7197193,60590,139,31,24,94000,1.551411124,Ragi
2009,HASSAN,Rabi       ,1015.700426,296.9610462,9541,92,50,90,12692,1.330258883,Ragi
2009,HASSAN,Summer     ,1016.950741,298.0743261,75,123,36,76,141,1.88,Ragi
2009,HASSAN,Kharif     ,1015.710818,297.0316026,41520,79,52,34,112020.96,2.698,Rice
2009,HASSAN,Rabi       ,1014.723385,298.3295763,1110,131,30,95,2255,2.031531532,Rice
2009,HASSAN,Summer     ,1015.585966,297.3222145,5029,66,47,49,13755,2.73513621,Rice
2009,HAVERI,Kharif     ,1015.062707,299.589383,120119,75,51,39,248755,2.070904686,Maize
2009,HAVERI,Rabi       ,1014.512389,300.4145667,3665,57,20,56,10735,2.929058663,Maize
2009,HAVERI,Summer     ,1017.025954,300.5803948,2181,96,66,22,2930,1.343420449,Maize
2009,HAVERI,Kharif     ,1014.868112,299.471504,562,125,47,92,371,0.660142349,Ragi
2009,HAVERI,Kharif     ,1014.974464,299.7823138,43936,140,72,60,47582.69,1.083000046,Rice
2009,HAVERI,Summer     ,1017.848735,299.289346,6059,121,61,58,12652,2.088133355,Rice
2009,KODAGU,Kharif     ,1014.769117,307.7855236,3336,138,26,45,15753,4.722122302,Maize
2009,KODAGU,Rabi       ,1014.655544,306.3328428,120,95,21,21,316,2.633333333,Maize
2009,KODAGU,Summer     ,1014.399259,307.2992392,120,117,61,42,667,5.558333333,Maize
2009,KODAGU,Kharif     ,1016.255177,307.7502315,204,82,43,42,227,1.112745098,Ragi
2009,KODAGU,Rabi       ,1014.158744,307.337768,5,50,23,35,7,1.4,Ragi
2009,KODAGU,Summer     ,1017.328726,306.2440267,60,68,63,28,93,1.55,Ragi
2009,KODAGU,Kharif     ,1017.800389,307.721726,34632,80,38,32,84554.03,2.441500058,Rice
2009,KODAGU,Rabi       ,1018.003837,307.0576562,10,129,45,47,22,2.2,Rice
2009,KODAGU,Summer     ,1015.511614,307.7465505,202,63,30,46,536,2.653465347,Rice
2009,KOLAR,Kharif     ,1015.279526,302.121506,526,102,59,70,1257,2.38973384,Maize
2009,KOLAR,Rabi       ,1016.851493,301.448514,77,97,69,83,203,2.636363636,Maize
2009,KOLAR,Summer     ,1014.45864,301.6021356,242,118,62,71,662,2.73553719,Maize
2009,KOLAR,Kharif     ,1017.760144,301.5560854,50091,139,30,57,67737,1.352278852,Ragi
2009,KOLAR,Rabi       ,1017.45167,301.6020984,86,111,64,84,202,2.348837209,Ragi
2009,KOLAR,Summer     ,1017.583213,301.2687419,460,141,22,37,864,1.87826087,Ragi
2009,KOLAR,Kharif     ,1014.151453,302.3853925,3832,115,31,82,6370.7,1.6625,Rice
2009,KOLAR,Summer     ,1017.854658,300.5818425,3264,113,22,70,6465,1.980698529,Rice
2009,KOPPAL,Kharif     ,1015.345643,301.8167232,34283,119,61,28,44074,1.285593443,Maize
2009,KOPPAL,Rabi       ,1017.680392,302.6427524,4604,112,46,32,10475,2.275195482,Maize
2009,KOPPAL,Summer     ,1017.87345,302.758351,2169,122,68,59,7222,3.329644998,Maize
2009,KOPPAL,Kharif     ,1017.05144,302.2190389,37107,82,73,74,114920.38,3.097000027,Rice
2009,KOPPAL,Summer     ,1017.912289,302.0069587,36848,90,21,98,130501,3.541603343,Rice
2009,MANDYA,Kharif     ,1016.304912,300.5319688,4013,138,68,62,5106,1.272364814,Maize
2009,MANDYA,Rabi       ,1017.403588,299.7965992,22,97,35,63,51,2.318181818,Maize
2009,MANDYA,Summer     ,1014.193066,298.7885314,38,62,21,87,104,2.736842105,Maize
2009,MANDYA,Kharif     ,1016.827911,299.8158037,59498,122,79,52,86392,1.452015194,Ragi
2009,MANDYA,Rabi       ,1016.153534,299.2041715,3532,126,73,43,7730,2.188561721,Ragi
2009,MANDYA,Summer     ,1017.772269,299.1867959,2558,80,49,55,5832,2.279906177,Ragi
2009,MANDYA,Kharif     ,1014.17238,300.543383,61250,124,39,29,199001.25,3.249,Rice
2009,MANDYA,Summer     ,1016.357778,299.5370253,18711,117,57,39,64276,3.435198546,Rice
2009,MYSORE,Kharif     ,1017.773759,299.8933563,26496,147,47,94,85131,3.212975543,Maize
2009,MYSORE,Rabi       ,1014.638181,298.1714277,2643,53,44,31,6463,2.44532728,Maize
2009,MYSORE,Summer     ,1017.105014,298.4240069,252,68,51,81,906,3.595238095,Maize
2009,MYSORE,Kharif     ,1016.454958,298.4228192,52134,119,29,37,99941,1.91700234,Ragi
2009,MYSORE,Rabi       ,1017.15712,299.9586796,11962,147,79,82,20148,1.684333723,Ragi
2009,MYSORE,Summer     ,1015.581355,299.0854524,552,131,61,44,802,1.452898551,Ragi
2009,MYSORE,Kharif     ,1016.238831,298.596983,110196,62,59,31,341277.01,3.096999982,Rice
2009,MYSORE,Summer     ,1016.448402,300.078055,13454,72,52,40,40747,3.028616025,Rice
2009,RAICHUR,Kharif     ,1016.10309,304.0064212,475,132,32,44,662,1.393684211,Maize
2009,RAICHUR,Rabi       ,1016.83263,304.0886873,109,124,75,30,287,2.633027523,Maize
2009,RAICHUR,Summer     ,1016.288901,304.2333022,331,50,60,83,906,2.737160121,Maize
2009,RAICHUR,Kharif     ,1014.066126,304.0228551,96230,137,73,92,252315.06,2.622,Rice
2009,RAICHUR,Summer     ,1014.902688,304.5366429,80210,103,61,69,240181,2.994402194,Rice
2009,RAMANAGARA,Kharif     ,1017.338122,302.7225508,1646,120,66,81,6845,4.158566221,Maize
2009,RAMANAGARA,Rabi       ,1015.131386,302.1527498,85,138,56,68,224,2.635294118,Maize
2009,RAMANAGARA,Summer     ,1017.391605,303.1866358,262,134,73,33,717,2.736641221,Maize
2009,RAMANAGARA,Kharif     ,1017.255642,302.4059872,76469,64,35,20,138869,1.816016948,Ragi
2009,RAMANAGARA,Rabi       ,1014.127875,303.3788747,25,114,64,44,59,2.36,Ragi
2009,RAMANAGARA,Summer     ,1016.825245,302.6737366,278,125,41,78,522,1.877697842,Ragi
2009,RAMANAGARA,Kharif     ,1017.039193,301.6640536,7446,120,76,91,21277,2.857507387,Rice
2009,RAMANAGARA,Summer     ,1014.921289,302.2835818,868,64,39,88,2738,3.15437788,Rice
2009,SHIMOGA,Kharif     ,1014.368202,301.5093083,66719,70,69,24,191274,2.866859515,Maize
2009,SHIMOGA,Rabi       ,1014.461466,300.0120871,416,68,62,38,1096,2.634615385,Maize
2009,SHIMOGA,Summer     ,1014.772994,299.7399032,2346,109,46,42,7562,3.223358909,Maize
2009,SHIMOGA,Kharif     ,1015.546676,300.9921013,1593,142,60,28,2129,1.336472065,Ragi
2009,SHIMOGA,Summer     ,1015.10136,301.5748477,35,138,35,69,66,1.885714286,Ragi
2009,SHIMOGA,Kharif     ,1017.62843,301.5641691,115124,82,53,35,265763.75,2.308499965,Rice
2009,SHIMOGA,Summer     ,1014.145189,299.8529919,18135,98,51,52,54388,2.999062586,Rice
2009,TUMKUR,Kharif     ,1017.872286,301.4846054,18999,145,45,21,36836,1.938838886,Maize
2009,TUMKUR,Rabi       ,1015.859657,301.6888296,919,84,44,33,1600,1.741022851,Maize
2009,TUMKUR,Summer     ,1016.037681,301.473861,388,93,21,20,912,2.350515464,Maize
2009,TUMKUR,Kharif     ,1014.762825,302.2121889,177795,139,31,77,248170,1.39582103,Ragi
2009,TUMKUR,Rabi       ,1014.857935,301.3630643,759,60,59,35,1290,1.699604743,Ragi
2009,TUMKUR,Summer     ,1016.042458,301.465841,1613,148,28,98,3028,1.877247365,Ragi
2009,TUMKUR,Kharif     ,1016.090406,302.3265516,26158,121,31,66,65355.76,2.498499885,Rice
2009,TUMKUR,Rabi       ,1015.687778,301.9731606,718,127,45,63,1764,2.456824513,Rice
2009,TUMKUR,Summer     ,1015.186821,301.4383779,9459,123,28,99,25925,2.740775981,Rice
2009,UDUPI,Rabi       ,1017.618393,303.5113655,12,115,29,33,32,2.666666667,Maize
2009,UDUPI,Summer     ,1017.227923,303.3817035,3,95,51,43,8,2.666666667,Maize
2009,UDUPI,Kharif     ,1014.417133,303.7541231,48083,58,76,74,116481.07,2.422500052,Rice
2009,UDUPI,Rabi       ,1015.641064,302.915422,9283,52,53,34,21400,2.305289238,Rice
2009,UDUPI,Summer     ,1015.993444,304.0886908,143,134,67,91,316,2.20979021,Rice
2009,UTTAR KANNAD,Kharif     ,1014.330402,297.3459748,4042,75,39,53,15271,3.778080158,Maize
2009,UTTAR KANNAD,Rabi       ,1017.571608,296.913545,229,121,58,21,603,2.633187773,Maize
2009,UTTAR KANNAD,Summer     ,1017.228643,297.396116,180,97,79,46,487,2.705555556,Maize
2009,UTTAR KANNAD,Kharif     ,1017.98311,297.3148816,8,115,21,93,9,1.125,Ragi
2009,UTTAR KANNAD,Kharif     ,1014.75642,297.3350904,76409,119,20,91,146628.87,1.918999987,Rice
2009,UTTAR KANNAD,Rabi       ,1015.198096,296.6230159,1802,77,70,42,4209,2.335738069,Rice
2009,UTTAR KANNAD,Summer     ,1017.05379,297.5679377,2061,142,79,87,4707,2.283842795,Rice
2010,BAGALKOT,Kharif     ,1014.625418,303.1651354,60240,75,55,33,242030,4.017762284,Maize
2010,BAGALKOT,Rabi       ,1017.684018,302.3808521,24819,74,43,82,64462,2.597284339,Maize
2010,BAGALKOT,Summer     ,1017.422094,303.6106018,2961,61,73,84,9446,3.190138467,Maize
2010,BAGALKOT,Kharif     ,1015.663023,302.6394832,121,54,46,87,388,3.20661157,Rice
2010,BAGALKOT,Summer     ,1014.921784,302.446633,23,147,21,82,74,3.217391304,Rice
2010,BANGALORE RURAL,Kharif     ,1015.606534,300.1678793,10109,97,50,83,53329,5.27539816,Maize
2010,BANGALORE RURAL,Rabi       ,1016.436717,300.4954614,124,86,76,51,365,2.943548387,Maize
2010,BANGALORE RURAL,Summer     ,1016.695486,299.4668805,105,128,33,98,357,3.4,Maize
2010,BANGALORE RURAL,Kharif     ,1016.513101,300.5805405,43927,93,21,32,115210,2.622760489,Ragi
2010,BANGALORE RURAL,Rabi       ,1015.583366,299.4174965,203,149,48,85,421,2.073891626,Ragi
2010,BANGALORE RURAL,Summer     ,1017.939201,299.5628172,117,64,34,38,229,1.957264957,Ragi
2010,BANGALORE RURAL,Kharif     ,1016.430152,300.2896359,1531,92,31,43,4486,2.930111039,Rice
2010,BANGALORE RURAL,Summer     ,1014.454104,299.4127613,155,97,56,30,501,3.232258065,Rice
2010,BELGAUM,Kharif     ,1014.879681,299.8479723,118380,136,47,78,429355,3.626921777,Maize
2010,BELGAUM,Rabi       ,1016.269121,299.2704849,35650,119,39,34,103811,2.911949509,Maize
2010,BELGAUM,Summer     ,1016.249395,298.4831574,3481,95,58,29,11002,3.160586038,Maize
2010,BELGAUM,Kharif     ,1017.599791,299.6033555,1361,92,43,60,867,0.637031594,Ragi
2010,BELGAUM,Kharif     ,1014.920453,299.7167188,68354,70,40,46,139200,2.036457267,Rice
2010,BELGAUM,Summer     ,1015.821018,298.1031478,115,72,29,79,372,3.234782609,Rice
2010,BELLARY,Kharif     ,1017.158724,303.58249,89370,129,65,92,254848,2.851605684,Maize
2010,BELLARY,Rabi       ,1017.108308,304.4947878,2383,96,33,71,5957,2.49979018,Maize
2010,BELLARY,Summer     ,1015.79671,303.3768001,1740,64,56,47,6486,3.727586207,Maize
2010,BELLARY,Kharif     ,1018.006496,304.552327,5966,74,37,84,3606,0.604425075,Ragi
2010,BELLARY,Summer     ,1014.48002,304.7706221,38,85,43,36,74,1.947368421,Ragi
2010,BELLARY,Kharif     ,1016.230404,304.6505404,88799,124,33,63,339376,3.821844841,Rice
2010,BELLARY,Rabi       ,1017.439529,303.3334535,135,100,53,29,602,4.459259259,Rice
2010,BELLARY,Summer     ,1014.900385,303.4745857,41745,64,77,82,145941,3.496011498,Rice
2010,BENGALURU URBAN,Kharif     ,1015.51981,302.0670699,553,117,31,66,1964,3.551537071,Maize
2010,BENGALURU URBAN,Rabi       ,1017.471657,302.1083569,60,70,41,57,177,2.95,Maize
2010,BENGALURU URBAN,Summer     ,1017.098133,302.2711939,136,62,75,89,463,3.404411765,Maize
2010,BENGALURU URBAN,Kharif     ,1016.313527,302.8685724,24063,135,25,95,62049,2.578606159,Ragi
2010,BENGALURU URBAN,Rabi       ,1016.733508,301.4313944,80,68,55,72,166,2.075,Ragi
2010,BENGALURU URBAN,Summer     ,1016.268684,301.221003,113,83,64,97,221,1.955752212,Ragi
2010,BENGALURU URBAN,Kharif     ,1014.853338,301.259179,1495,127,55,63,4258,2.848160535,Rice
2010,BENGALURU URBAN,Summer     ,1014.461754,301.6340692,400,117,41,93,1293,3.2325,Rice
2010,BIDAR,Kharif     ,1015.718577,299.3777197,925,101,33,73,1721,1.860540541,Maize
2010,BIDAR,Rabi       ,1014.08641,299.4549773,315,76,35,39,668,2.120634921,Maize
2010,BIDAR,Summer     ,1016.208916,300.3712076,116,78,55,98,295,2.543103448,Maize
2010,BIDAR,Kharif     ,1016.907327,300.4987919,4927,77,75,50,4816,0.977471078,Rice
2010,BIJAPUR,Kharif     ,1015.353251,301.5082847,58432,84,44,26,161639,2.766275329,Maize
2010,BIJAPUR,Rabi       ,1014.244954,301.7395173,11971,57,51,77,30069,2.511820232,Maize
2010,BIJAPUR,Summer     ,1016.337358,302.1812354,5593,65,52,29,13847,2.475773288,Maize
2010,BIJAPUR,Kharif     ,1016.329649,301.6945959,71,85,64,29,228,3.211267606,Rice
2010,CHAMARAJANAGAR,Kharif     ,1014.347608,295.8592102,30760,79,55,58,94393,3.068693108,Maize
